wallet_id,wallet_type,wallet_age_days,total_loans,n_repaid,n_liquidated,repayment_rate,total_volume_usd,max_loan_usd,weighted_score,recency_weighted_score,protocol_diversity,avg_health_factor,default_label
0x00000000000000000000000000000000000009b0,reliable,1083,15,14,0,0.9333,216893.12,88575.54,2148200.54,645692.6944,5,1.993,0
0x00000000000000000000000000000000000009b1,reliable,774,23,23,0,1.0,277615.21,77461.21,2886367.79,457220.5951,8,1.721,0
0x00000000000000000000000000000000000009b2,moderate,832,13,11,0,0.8462,304297.15,169916.42,284040.42,26721.8199,1,1.388,1
0x00000000000000000000000000000000000009b3,reliable,985,16,15,1,0.9375,108971.87,50251.04,994353.78,244849.1078,4,2.087,0
0x00000000000000000000000000000000000009b4,reliable,495,4,4,0,1.0,6764.24,5071.21,54462.69,12593.6134,4,1.489,0
0x00000000000000000000000000000000000009b5,reliable,621,14,14,0,1.0,227066.42,77889.66,2401692.29,1102608.4714,6,1.826,0
0x00000000000000000000000000000000000009b6,reliable,812,6,5,0,0.8333,16385.0,6196.94,128467.13,42939.725,3,2.487,0
0x00000000000000000000000000000000000009b7,reliable,215,13,11,1,0.8462,187881.59,76712.77,1914833.97,439698.2984,8,1.757,0
0x00000000000000000000000000000000000009b8,reliable,266,6,6,0,1.0,216819.12,138836.15,2442174.5,183679.3039,4,2.303,0
0x00000000000000000000000000000000000009b9,reliable,1031,8,8,0,1.0,118767.46,85686.23,1277491.08,271601.2921,8,1.982,0
0x00000000000000000000000000000000000009ba,reliable,289,14,13,0,0.9286,155955.54,62267.01,564041.43,366019.9654,7,1.411,0
0x00000000000000000000000000000000000009bb,moderate,96,9,9,0,1.0,351070.63,226015.12,4087909.74,936792.0384,1,1.56,0
0x00000000000000000000000000000000000009bc,reliable,213,13,12,1,0.9231,112186.25,26994.25,845478.54,369636.7161,4,1.681,0
0x00000000000000000000000000000000000009bd,reliable,579,19,19,0,1.0,2506157.04,2216005.18,35485428.52,6490870.5444,6,1.717,0
0x00000000000000000000000000000000000009be,moderate,586,10,8,1,0.8,236957.59,180333.37,-599844.34,-100617.1674,3,1.657,1
0x00000000000000000000000000000000000009bf,reliable,142,23,23,0,1.0,319454.67,189914.48,3533431.41,677353.3302,2,2.26,0
0x00000000000000000000000000000000000009c0,reliable,115,15,14,0,0.9333,562598.67,274191.56,6499086.57,815582.8469,8,1.645,0
0x00000000000000000000000000000000000009c1,risky,550,5,3,2,0.6,937916.18,773279.3,-5890228.45,-528492.647,2,1.107,1
0x00000000000000000000000000000000000009c2,risky,299,5,5,0,1.0,1122281.57,1019070.02,15226723.62,4535708.9979,1,1.272,0
0x00000000000000000000000000000000000009c3,moderate,961,1,1,0,1.0,50958.76,50958.76,552331.38,126145.4822,1,1.306,0
0x00000000000000000000000000000000000009c4,reliable,1011,11,11,0,1.0,497047.45,289706.19,5876881.93,687929.8298,6,2.312,0
0x00000000000000000000000000000000000009c5,moderate,226,7,7,0,1.0,90500.91,72000.14,954879.31,267564.2458,3,1.137,0
0x00000000000000000000000000000000000009c6,moderate,1179,10,9,0,0.9,181309.52,60008.27,1872107.26,273859.7336,3,1.656,0
0x00000000000000000000000000000000000009c7,reliable,976,11,11,0,1.0,100072.03,24139.39,961500.42,249200.8639,6,2.449,0
0x00000000000000000000000000000000000009c8,reliable,1160,20,18,2,0.9,280908.2,84004.93,2838152.56,858334.2654,2,1.523,0
0x00000000000000000000000000000000000009c9,risky,932,6,4,1,0.6667,327179.47,158344.64,324339.85,227517.271,1,1.08,1
0x00000000000000000000000000000000000009ca,reliable,367,12,12,0,1.0,367002.98,261326.89,4306706.93,338888.2781,6,1.55,0
0x00000000000000000000000000000000000009cb,moderate,112,12,11,1,0.9167,261348.23,135396.59,2868445.28,534901.4819,2,1.392,0
0x00000000000000000000000000000000000009cc,reliable,703,4,4,0,1.0,93109.92,69378.67,997551.49,72858.3942,8,1.741,0
0x00000000000000000000000000000000000009cd,moderate,933,12,11,1,0.9167,244807.24,146696.49,2386604.19,630562.7299,1,1.305,0
0x00000000000000000000000000000000000009ce,reliable,416,24,23,0,0.9583,110093.76,25514.85,979321.83,251580.5169,5,2.267,0
0x00000000000000000000000000000000000009cf,reliable,66,4,4,0,1.0,135665.1,68254.87,1506087.42,342524.8724,1,1.768,0
0x00000000000000000000000000000000000009d0,reliable,540,15,13,0,0.8667,157525.11,68575.66,1344097.11,349737.4947,2,1.679,0
0x00000000000000000000000000000000000009d1,moderate,375,9,9,0,1.0,211747.41,66694.24,2249874.54,663180.4499,1,1.619,0
0x00000000000000000000000000000000000009d2,moderate,515,5,4,0,0.8,102258.19,36610.28,643218.42,140899.4376,1,1.449,0
0x00000000000000000000000000000000000009d3,moderate,642,8,6,2,0.75,120764.4,96508.67,-395684.35,-8633.0995,2,1.412,1
0x00000000000000000000000000000000000009d4,reliable,309,6,6,0,1.0,54267.11,17052.45,515328.11,124023.6232,8,1.526,0
0x00000000000000000000000000000000000009d5,moderate,165,9,7,2,0.7778,267818.93,150888.06,2130629.53,236760.3921,1,1.317,0
0x00000000000000000000000000000000000009d6,moderate,1181,4,4,0,1.0,154437.75,137493.16,1784350.65,213553.9442,1,1.336,0
0x00000000000000000000000000000000000009d7,reliable,530,22,22,0,1.0,176077.35,28639.72,1655500.6,389272.3066,3,2.419,0
0x00000000000000000000000000000000000009d8,reliable,902,14,14,0,1.0,95509.97,24242.48,895685.51,235824.7689,1,2.442,0
0x00000000000000000000000000000000000009d9,moderate,277,14,14,0,1.0,162049.67,55995.51,1675064.31,671917.7883,1,1.577,0
0x00000000000000000000000000000000000009da,risky,139,2,2,0,1.0,24212.75,21632.1,236205.25,12864.2914,1,1.002,0
0x00000000000000000000000000000000000009db,reliable,791,17,17,0,1.0,193442.88,72474.88,2022707.62,327301.2696,5,1.813,0
0x00000000000000000000000000000000000009dc,moderate,314,8,7,1,0.875,87704.87,43870.81,808540.11,377736.7518,3,1.421,0
0x00000000000000000000000000000000000009dd,reliable,922,18,18,0,1.0,135110.97,59978.74,1372324.75,387662.6966,8,1.75,0
0x00000000000000000000000000000000000009de,reliable,1062,16,16,0,1.0,735348.32,567473.76,9255488.29,7026689.1772,2,1.767,0
0x00000000000000000000000000000000000009df,reliable,132,13,13,0,1.0,440335.14,374308.63,5389425.96,608320.3175,6,1.543,0
0x00000000000000000000000000000000000009e0,reliable,338,22,19,1,0.8636,1387995.63,1286685.86,18934116.22,1473704.4864,3,1.694,0
0x00000000000000000000000000000000000009e1,moderate,968,12,11,1,0.9167,162406.56,57123.36,1676664.6,212103.2777,1,1.533,0
0x00000000000000000000000000000000000009e2,risky,838,4,3,1,0.75,513292.0,394362.24,5963578.93,755175.4745,1,1.044,0
0x00000000000000000000000000000000000009e3,moderate,949,13,13,0,1.0,98158.25,63267.2,996031.91,129321.6468,3,1.149,0
0x00000000000000000000000000000000000009e4,reliable,690,8,8,0,1.0,241766.43,104359.92,2629804.56,1461386.3477,7,1.661,0
0x00000000000000000000000000000000000009e5,reliable,723,6,6,0,1.0,99339.11,84184.88,1085514.36,132184.2194,6,2.007,0
0x00000000000000000000000000000000000009e6,risky,196,6,4,2,0.6667,528132.96,325568.21,3355242.07,1938318.2105,2,1.278,0
0x00000000000000000000000000000000000009e7,moderate,671,8,6,2,0.75,607040.97,431306.26,7356174.16,4265933.7065,3,1.435,0
0x00000000000000000000000000000000000009e8,reliable,1191,13,13,0,1.0,182372.95,75642.69,1934589.56,302485.5867,3,1.867,0
0x00000000000000000000000000000000000009e9,reliable,948,13,12,1,0.9231,158352.15,79884.55,1647824.11,884778.6729,3,2.004,0
0x00000000000000000000000000000000000009ea,reliable,356,22,20,1,0.9091,513327.34,316246.07,-13598.14,187593.1924,5,2.322,1
0x00000000000000000000000000000000000009eb,reliable,611,7,7,0,1.0,202138.31,130706.21,2277518.49,1306722.9345,7,1.46,0
0x00000000000000000000000000000000000009ec,reliable,87,24,23,1,0.9583,234379.75,51241.22,1596610.46,808577.3657,4,2.389,0
0x00000000000000000000000000000000000009ed,reliable,358,13,13,0,1.0,113946.1,60778.82,1146154.12,133146.5287,1,2.103,0
0x00000000000000000000000000000000000009ee,reliable,843,16,16,0,1.0,51527.13,33137.73,486871.14,100034.5476,5,2.022,0
0x00000000000000000000000000000000000009ef,reliable,460,22,20,1,0.9091,365659.57,104210.1,2564467.81,1039231.0379,6,2.042,0
0x00000000000000000000000000000000000009f0,reliable,107,11,11,0,1.0,337148.74,185797.5,3822978.85,1559100.0171,8,2.497,0
0x00000000000000000000000000000000000009f1,moderate,1102,13,13,0,1.0,446066.21,226038.38,5183783.29,847645.2395,2,1.675,0
0x00000000000000000000000000000000000009f2,risky,1015,6,2,4,0.3333,258082.11,112024.43,1699966.86,384125.8183,2,1.159,0
0x00000000000000000000000000000000000009f3,risky,970,1,1,0,1.0,31205.15,31205.15,322922.45,15600.0672,1,1.108,0
0x00000000000000000000000000000000000009f4,moderate,1022,7,6,0,0.8571,31116.64,11076.45,261520.8,46870.5813,2,1.456,0
0x00000000000000000000000000000000000009f5,reliable,289,4,4,0,1.0,37434.24,30972.47,372209.59,223920.1988,8,1.714,0
0x00000000000000000000000000000000000009f6,moderate,311,1,1,0,1.0,6121.92,6121.92,53381.88,6581.8822,3,1.406,0
0x00000000000000000000000000000000000009f7,reliable,977,4,4,0,1.0,105793.57,69919.25,1138816.61,99491.5454,7,2.42,0
0x00000000000000000000000000000000000009f8,reliable,1187,4,4,0,1.0,19839.76,14958.08,183492.17,32991.0798,8,1.622,0
0x00000000000000000000000000000000000009f9,reliable,83,3,3,0,1.0,39149.39,29569.81,386674.24,38447.2827,8,2.422,0
0x00000000000000000000000000000000000009fa,reliable,517,13,13,0,1.0,278744.72,97892.57,2978460.15,593717.9888,3,1.995,0
0x00000000000000000000000000000000000009fb,risky,61,4,4,0,1.0,27230.21,10283.94,247537.73,65979.2995,2,1.017,0
0x00000000000000000000000000000000000009fc,reliable,494,13,13,0,1.0,408704.11,268572.11,4733472.75,642691.2378,5,2.444,0
0x00000000000000000000000000000000000009fd,reliable,1140,11,11,0,1.0,201055.14,81582.0,2112463.17,320284.0947,4,1.429,0
0x00000000000000000000000000000000000009fe,reliable,203,12,12,0,1.0,148843.2,65051.01,1524857.62,632725.6377,2,2.071,0
0x00000000000000000000000000000000000009ff,reliable,609,13,12,1,0.9231,105861.59,21042.92,675911.67,212496.2393,2,1.533,1
0x0000000000000000000000000000000000000a00,reliable,1167,24,22,2,0.9167,464339.12,233289.79,4180036.69,762976.7994,5,1.497,0
0x0000000000000000000000000000000000000a01,reliable,797,18,18,0,1.0,1573020.43,651003.82,19606956.87,4555475.1263,4,1.86,0
0x0000000000000000000000000000000000000a02,moderate,659,11,8,3,0.7273,161198.96,54712.2,1296818.17,466367.4315,3,1.146,0
0x0000000000000000000000000000000000000a03,reliable,232,5,5,0,1.0,315099.88,224074.52,3767770.0,782935.5674,2,2.238,0
0x0000000000000000000000000000000000000a04,reliable,940,14,14,0,1.0,360970.83,112436.86,4010511.32,362808.9238,5,1.711,0
0x0000000000000000000000000000000000000a05,reliable,85,18,18,0,1.0,164317.48,81386.54,1694253.91,758369.4531,3,1.461,0
0x0000000000000000000000000000000000000a06,moderate,259,6,4,0,0.6667,190356.13,163837.21,-738447.8,-87414.0162,3,1.608,0
0x0000000000000000000000000000000000000a07,reliable,349,19,19,0,1.0,300046.15,118372.38,3168678.57,1252921.4565,4,1.924,0
0x0000000000000000000000000000000000000a08,moderate,1089,6,5,0,0.8333,98398.26,45876.0,960528.2,248624.1741,3,1.339,0
0x0000000000000000000000000000000000000a09,risky,443,7,6,1,0.8571,78812.05,35798.4,582738.2,34229.6752,2,1.288,0
0x0000000000000000000000000000000000000a0a,risky,894,6,4,2,0.6667,103175.57,27490.96,549714.73,106470.0139,1,0.997,1
0x0000000000000000000000000000000000000a0b,reliable,959,17,17,0,1.0,254522.94,117094.36,2714574.3,850992.1992,8,2.325,0
0x0000000000000000000000000000000000000a0c,reliable,380,9,7,1,0.7778,76112.09,28700.27,564700.93,84838.2374,2,2.086,0
0x0000000000000000000000000000000000000a0d,reliable,623,14,13,0,0.9286,102928.96,28723.2,542651.01,124765.5254,2,1.744,0
0x0000000000000000000000000000000000000a0e,reliable,1198,4,4,0,1.0,12767.82,8165.48,109139.41,64705.1457,7,1.845,0
0x0000000000000000000000000000000000000a0f,reliable,824,3,3,0,1.0,12016.64,8244.88,103368.58,15101.9311,6,1.528,0
0x0000000000000000000000000000000000000a10,moderate,1100,14,13,1,0.9286,184163.76,57410.92,1832033.03,887412.3404,2,1.194,0
0x0000000000000000000000000000000000000a11,reliable,175,4,4,0,1.0,13808.0,6104.07,116947.26,18176.7306,6,1.741,0
0x0000000000000000000000000000000000000a12,moderate,1051,5,5,0,1.0,51802.89,37503.95,516161.27,67819.6838,1,1.129,0
0x0000000000000000000000000000000000000a13,reliable,986,17,17,0,1.0,86457.53,17167.4,777581.38,123122.9593,4,2.036,0
0x0000000000000000000000000000000000000a14,moderate,96,3,3,0,1.0,94098.78,51013.38,1012284.28,647063.3889,1,1.303,0
0x0000000000000000000000000000000000000a15,risky,411,2,2,0,1.0,71092.17,45654.99,747862.29,113723.2067,1,1.243,0
0x0000000000000000000000000000000000000a16,reliable,294,24,23,0,0.9583,357845.02,84076.66,3741344.06,1385085.2614,1,1.419,0
0x0000000000000000000000000000000000000a17,moderate,325,14,13,1,0.9286,1165676.18,371273.28,14414771.58,1989704.1211,3,1.696,0
0x0000000000000000000000000000000000000a18,moderate,741,8,8,0,1.0,37137.16,13881.65,333872.92,151731.8104,3,1.317,0
0x0000000000000000000000000000000000000a19,reliable,1019,8,8,0,1.0,273050.2,243688.76,3273518.8,1401225.3987,1,2.456,0
0x0000000000000000000000000000000000000a1a,moderate,996,10,7,2,0.7,355313.83,279739.51,4132338.34,1742058.7041,1,1.308,0
0x0000000000000000000000000000000000000a1b,reliable,469,13,13,0,1.0,266240.24,128042.19,2951769.35,1005182.5779,1,1.819,0
0x0000000000000000000000000000000000000a1c,risky,591,1,0,1,0.0,45436.73,45436.73,-243633.97,-67962.4038,1,0.905,1
0x0000000000000000000000000000000000000a1d,risky,888,8,7,1,0.875,228757.53,75023.99,2435950.34,1064469.9914,3,1.005,0
0x0000000000000000000000000000000000000a1e,moderate,884,6,6,0,1.0,56709.51,22385.38,538279.1,80620.172,2,1.333,0
0x0000000000000000000000000000000000000a1f,reliable,727,16,15,1,0.9375,196836.71,78226.28,1890155.37,662297.1023,5,1.465,0
0x0000000000000000000000000000000000000a20,moderate,880,14,12,0,0.8571,966365.85,390693.07,10947156.77,1919418.6434,1,1.142,0
0x0000000000000000000000000000000000000a21,reliable,820,23,21,1,0.913,180091.93,75829.43,1750588.79,827439.4109,5,2.045,0
0x0000000000000000000000000000000000000a22,moderate,665,13,10,2,0.7692,106092.64,39921.37,62225.85,-53834.8274,2,1.314,0
0x0000000000000000000000000000000000000a23,risky,292,6,3,2,0.5,275883.36,174728.66,-1240778.2,-211905.2733,3,1.08,0
0x0000000000000000000000000000000000000a24,risky,1136,6,5,1,0.8333,183560.87,149310.56,2063351.85,753225.768,1,0.929,0
0x0000000000000000000000000000000000000a25,reliable,346,6,6,0,1.0,36150.96,15044.29,335432.92,75999.6358,3,2.102,0
0x0000000000000000000000000000000000000a26,reliable,297,24,23,0,0.9583,263008.32,99550.93,2689839.68,1614699.4946,2,2.175,0
0x0000000000000000000000000000000000000a27,risky,466,4,3,1,0.75,17644.85,9020.92,62792.5,-8234.0348,3,0.959,0
0x0000000000000000000000000000000000000a28,moderate,176,5,5,0,1.0,246580.07,115334.48,2747772.96,367168.2539,3,1.609,0
0x0000000000000000000000000000000000000a29,reliable,239,12,10,0,0.8333,62755.72,18736.11,348562.31,45512.6313,8,2.162,0
0x0000000000000000000000000000000000000a2a,reliable,166,12,10,1,0.8333,373655.87,252650.92,4308365.68,469264.5062,1,2.242,0
0x0000000000000000000000000000000000000a2b,reliable,821,3,3,0,1.0,45906.3,28768.67,456974.2,278133.4878,2,1.77,0
0x0000000000000000000000000000000000000a2c,moderate,847,8,8,0,1.0,277360.92,194581.96,3194197.91,429227.2553,2,1.562,0
0x0000000000000000000000000000000000000a2d,moderate,265,5,4,1,0.8,90069.52,50824.15,936598.22,132136.8158,1,1.348,0
0x0000000000000000000000000000000000000a2e,moderate,351,8,7,0,0.875,296441.09,105673.04,3308147.29,615112.6871,2,1.131,0
0x0000000000000000000000000000000000000a2f,moderate,195,7,7,0,1.0,132324.28,68761.74,1420343.93,174549.034,1,1.277,0
0x0000000000000000000000000000000000000a30,moderate,649,5,3,2,0.6,89620.81,29033.15,357577.57,207007.2653,2,1.236,0
0x0000000000000000000000000000000000000a31,reliable,31,22,21,0,0.9545,249618.21,97562.92,2195176.31,915084.3384,1,2.081,0
0x0000000000000000000000000000000000000a32,moderate,486,2,1,1,0.5,3669.79,3370.74,26528.26,21115.5633,1,1.312,0
0x0000000000000000000000000000000000000a33,reliable,222,9,9,0,1.0,141820.91,118044.66,1572507.15,1025123.7563,1,2.017,0
0x0000000000000000000000000000000000000a34,reliable,916,19,18,0,0.9474,1111842.78,911977.47,14565238.25,7083696.294,3,1.616,0
0x0000000000000000000000000000000000000a35,reliable,816,13,13,0,1.0,163831.11,114561.15,1761650.45,849302.9949,7,1.901,0
0x0000000000000000000000000000000000000a36,reliable,1167,15,14,0,0.9333,204313.38,77033.51,1915587.71,254714.1789,1,2.031,0
0x0000000000000000000000000000000000000a37,moderate,1055,6,6,0,1.0,128103.14,89401.63,1396170.63,140531.3644,1,1.416,0
0x0000000000000000000000000000000000000a38,reliable,105,20,19,1,0.95,553031.57,225982.44,6311803.39,1066872.9402,4,1.724,0
0x0000000000000000000000000000000000000a39,moderate,951,10,10,0,1.0,209710.42,94703.69,2240711.77,539923.7678,3,1.674,0
0x0000000000000000000000000000000000000a3a,risky,61,9,6,3,0.6667,126362.38,41841.61,227973.19,-56300.2971,1,1.146,1
0x0000000000000000000000000000000000000a3b,reliable,1149,3,3,0,1.0,23295.61,20022.86,222682.13,192120.8316,1,1.689,0
0x0000000000000000000000000000000000000a3c,reliable,812,17,16,0,0.9412,526945.9,326301.35,5840747.67,1230496.4428,2,1.593,0
0x0000000000000000000000000000000000000a3d,reliable,481,5,5,0,1.0,152150.38,123898.38,1711336.54,336978.7976,6,2.428,0
0x0000000000000000000000000000000000000a3e,reliable,226,21,21,0,1.0,891563.21,504195.14,10927120.39,7048341.6343,8,2.116,0
0x0000000000000000000000000000000000000a3f,reliable,500,9,9,0,1.0,278120.67,207784.84,3202908.59,437985.0947,1,2.22,0
0x0000000000000000000000000000000000000a40,reliable,479,6,4,1,0.6667,51166.94,43142.05,496083.35,99450.5196,1,2.256,0
0x0000000000000000000000000000000000000a41,reliable,866,13,13,0,1.0,180928.89,90659.43,1897135.57,649060.2009,6,2.442,0
0x0000000000000000000000000000000000000a42,moderate,407,5,4,1,0.8,60739.35,27369.6,600783.95,319528.5132,1,1.397,0
0x0000000000000000000000000000000000000a43,reliable,567,16,14,1,0.875,279346.02,194483.61,2968166.52,781789.7767,2,2.321,0
0x0000000000000000000000000000000000000a44,moderate,207,8,8,0,1.0,123297.71,91925.13,1324030.99,182515.6202,2,1.667,0
0x0000000000000000000000000000000000000a45,reliable,878,23,20,2,0.8696,342257.0,116931.61,3320072.19,1752306.1549,3,2.166,0
0x0000000000000000000000000000000000000a46,reliable,1102,6,6,0,1.0,218461.08,207590.47,2631189.2,2122008.1532,4,2.28,0
0x0000000000000000000000000000000000000a47,reliable,602,12,11,1,0.9167,72015.57,15465.64,648590.25,286720.5271,2,1.766,0
0x0000000000000000000000000000000000000a48,reliable,944,17,16,1,0.9412,119591.03,43584.4,1157747.76,238721.7281,1,2.369,0
0x0000000000000000000000000000000000000a49,reliable,503,13,13,0,1.0,212959.49,80284.2,2267071.11,398293.8216,7,1.419,0
0x0000000000000000000000000000000000000a4a,reliable,272,13,12,0,0.9231,91910.75,35381.49,613672.54,132368.802,1,1.413,0
0x0000000000000000000000000000000000000a4b,moderate,794,6,6,0,1.0,89931.35,79825.67,980459.13,661284.1953,3,1.551,0
0x0000000000000000000000000000000000000a4c,reliable,1182,4,4,0,1.0,26306.07,13782.95,244438.79,29383.087,2,1.718,0
0x0000000000000000000000000000000000000a4d,reliable,319,14,14,0,1.0,166474.77,100958.17,1770944.83,423290.8442,4,1.758,0
0x0000000000000000000000000000000000000a4e,moderate,848,2,2,0,1.0,65375.76,40575.92,681489.72,35211.0052,2,1.276,0
0x0000000000000000000000000000000000000a4f,reliable,431,10,10,0,1.0,553033.19,396183.44,6751943.76,476964.3318,4,1.624,0
0x0000000000000000000000000000000000000a50,reliable,505,16,16,0,1.0,86795.98,42577.7,847483.57,238077.7719,5,1.44,0
0x0000000000000000000000000000000000000a51,reliable,678,8,7,0,0.875,102622.14,49105.88,623644.12,123536.9775,7,2.309,0
0x0000000000000000000000000000000000000a52,reliable,732,16,16,0,1.0,306534.12,119051.75,3330045.58,998667.6055,2,1.773,0
0x0000000000000000000000000000000000000a53,reliable,133,19,18,0,0.9474,142285.91,60907.94,1412496.48,181695.7847,6,1.901,0
0x0000000000000000000000000000000000000a54,reliable,1028,19,16,1,0.8421,337535.01,103585.07,3554125.68,840753.1956,5,2.047,0
0x0000000000000000000000000000000000000a55,reliable,68,3,3,0,1.0,12399.51,7269.7,105430.5,22337.9592,5,1.556,0
0x0000000000000000000000000000000000000a56,reliable,215,19,19,0,1.0,128218.3,25882.28,1189918.47,253783.9312,6,2.328,0
0x0000000000000000000000000000000000000a57,moderate,39,6,6,0,1.0,190879.23,130716.25,2184922.64,356344.4409,1,1.273,0
0x0000000000000000000000000000000000000a58,moderate,833,13,12,1,0.9231,177589.95,84864.28,1850362.91,279029.2804,2,1.536,0
0x0000000000000000000000000000000000000a59,moderate,1051,5,5,0,1.0,54526.35,46940.44,564078.95,186705.3743,1,1.3,0
0x0000000000000000000000000000000000000a5a,moderate,249,2,2,0,1.0,7675.5,4470.93,63450.1,22927.9516,3,1.626,0
0x0000000000000000000000000000000000000a5b,risky,1074,9,9,0,1.0,412567.66,178520.95,4722309.03,1233229.294,3,0.924,0
0x0000000000000000000000000000000000000a5c,reliable,1176,6,6,0,1.0,234509.24,179499.01,2719009.96,170850.916,7,1.625,0
0x0000000000000000000000000000000000000a5d,reliable,302,5,4,0,0.8,26187.91,21053.1,236832.59,26084.8294,8,1.716,0
0x0000000000000000000000000000000000000a5e,risky,240,8,5,3,0.625,254416.66,137422.79,2706332.04,1114188.9458,1,0.908,0
0x0000000000000000000000000000000000000a5f,reliable,143,23,22,1,0.9565,323689.93,95511.48,3302892.99,1001014.3628,3,2.154,0
0x0000000000000000000000000000000000000a60,moderate,593,7,7,0,1.0,19665.25,12095.79,172519.44,47849.9728,2,1.396,0
0x0000000000000000000000000000000000000a61,reliable,817,7,7,0,1.0,499052.76,400875.56,6183207.4,3838863.7673,8,1.751,0
0x0000000000000000000000000000000000000a62,reliable,268,4,4,0,1.0,82667.62,52301.77,860729.45,280665.9077,4,1.714,0
0x0000000000000000000000000000000000000a63,moderate,330,14,12,2,0.8571,215163.44,89162.95,2246788.22,623543.5429,1,1.125,0
0x0000000000000000000000000000000000000a64,reliable,423,17,17,0,1.0,161019.87,48535.87,1571609.55,296379.4903,6,2.022,0
0x0000000000000000000000000000000000000a65,reliable,236,16,15,0,0.9375,180790.45,66163.84,1786724.1,399327.5504,3,2.0,0
0x0000000000000000000000000000000000000a66,reliable,737,11,9,1,0.8182,142877.63,80854.13,1452836.48,142334.853,2,2.311,0
0x0000000000000000000000000000000000000a67,moderate,1199,6,3,2,0.5,658815.82,455840.41,6016770.48,505103.8985,3,1.263,0
0x0000000000000000000000000000000000000a68,reliable,141,13,11,0,0.8462,64916.24,21532.43,562244.52,124995.0919,5,1.695,0
0x0000000000000000000000000000000000000a69,reliable,179,4,4,0,1.0,22746.88,12570.21,202178.12,41040.3851,2,2.401,0
0x0000000000000000000000000000000000000a6a,moderate,589,11,10,1,0.9091,111569.05,26287.91,979857.07,471968.364,3,1.365,0
0x0000000000000000000000000000000000000a6b,reliable,472,17,14,1,0.8235,429855.01,360638.65,4765493.59,3465172.5284,6,2.077,0
0x0000000000000000000000000000000000000a6c,reliable,366,3,3,0,1.0,58230.81,42351.21,602312.78,57310.1629,5,1.748,0
0x0000000000000000000000000000000000000a6d,reliable,582,13,13,0,1.0,137166.23,72874.55,1394062.87,248129.7567,7,2.238,0
0x0000000000000000000000000000000000000a6e,risky,816,5,5,0,1.0,69989.55,30606.66,693734.05,136134.6725,2,0.925,0
0x0000000000000000000000000000000000000a6f,risky,368,4,3,1,0.75,938029.07,779681.83,-3550551.63,-1418607.3764,2,0.95,1
0x0000000000000000000000000000000000000a70,reliable,1140,14,14,0,1.0,232348.93,145231.82,2546728.57,629325.1097,1,2.116,0
0x0000000000000000000000000000000000000a71,reliable,840,22,21,0,0.9545,751102.7,421163.64,9002622.62,1531251.0651,1,2.027,0
0x0000000000000000000000000000000000000a72,moderate,207,11,9,0,0.8182,118220.24,36548.66,999086.12,128331.1367,1,1.409,0
0x0000000000000000000000000000000000000a73,reliable,567,10,10,0,1.0,806255.6,353520.36,9757655.94,978385.0002,8,2.344,0
0x0000000000000000000000000000000000000a74,reliable,785,3,3,0,1.0,9858.13,4916.3,80918.52,36207.2199,1,1.481,0
0x0000000000000000000000000000000000000a75,reliable,614,19,18,1,0.9474,240676.2,98489.6,2451010.14,632919.0411,2,2.009,0
0x0000000000000000000000000000000000000a76,moderate,1161,11,11,0,1.0,94744.45,60102.79,956280.1,108190.7223,2,1.4,0
0x0000000000000000000000000000000000000a77,reliable,753,17,16,0,0.9412,119538.41,41362.87,503941.8,113845.3401,6,2.083,0
0x0000000000000000000000000000000000000a78,risky,512,4,3,1,0.75,783253.18,674397.91,-3333093.77,126302.9696,2,1.116,1
0x0000000000000000000000000000000000000a79,moderate,939,8,7,1,0.875,359706.29,261166.07,-664694.95,-91050.957,2,1.208,1
0x0000000000000000000000000000000000000a7a,reliable,672,7,7,0,1.0,372889.72,347264.52,4652209.97,187978.7531,3,1.418,0
0x0000000000000000000000000000000000000a7b,moderate,252,9,9,0,1.0,115446.65,52695.67,1163750.83,307726.6497,3,1.109,0
0x0000000000000000000000000000000000000a7c,reliable,607,24,24,0,1.0,230821.86,107556.32,2358899.29,1008463.9487,5,1.485,0
0x0000000000000000000000000000000000000a7d,moderate,204,13,12,1,0.9231,682366.22,559627.22,8562228.29,986270.1159,1,1.148,0
0x0000000000000000000000000000000000000a7e,risky,289,1,0,1,0.0,1488.96,1488.96,-5439.55,-687.4285,1,1.299,1
0x0000000000000000000000000000000000000a7f,reliable,894,20,20,0,1.0,148810.31,37229.16,1422586.81,442413.3728,7,1.56,0
0x0000000000000000000000000000000000000a80,reliable,944,23,23,0,1.0,368794.76,97673.54,3990262.25,1723142.8534,3,2.387,0
0x0000000000000000000000000000000000000a81,moderate,296,6,4,2,0.6667,76129.46,64182.03,716350.1,122549.3118,2,1.686,0
0x0000000000000000000000000000000000000a82,moderate,737,3,3,0,1.0,139127.62,116037.16,1569829.62,199267.9328,1,1.522,0
0x0000000000000000000000000000000000000a83,moderate,295,8,6,1,0.75,79965.64,27310.34,328382.93,153114.9239,3,1.545,1
0x0000000000000000000000000000000000000a84,reliable,519,4,4,0,1.0,8635.33,6752.21,72338.84,8077.6555,3,1.764,0
0x0000000000000000000000000000000000000a85,reliable,1174,19,18,0,0.9474,245612.12,73063.03,2247950.94,733529.4692,4,2.224,0
0x0000000000000000000000000000000000000a86,reliable,1155,9,9,0,1.0,306689.08,117560.59,3443784.87,766760.5403,3,2.313,0
